,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster,Song Name
12832,0.823,0.765,10.0,-12.393,0.0,0.0456,0.222,6.73e-05,0.116,0.722,104.8,245133.0,4.0,2,Ain't Nobody (Live)
12833,0.589,0.488,10.0,-11.405,0.0,0.0352,0.519,4.75e-06,0.0512,0.611,72.723,199333.0,4.0,2,How 'Bout Us - Single Version
12834,0.53,0.519,1.0,-11.626,1.0,0.0469,0.514,2.2e-05,0.0751,0.5,73.286,273227.0,4.0,0,How 'Bout Us
12835,0.758,0.576,10.0,-11.477,1.0,0.0417,0.589,9.57e-06,0.146,0.712,128.214,226627.0,4.0,4,Try Again
12836,0.617,0.597,2.0,-12.198,1.0,0.0482,0.199,0.00124,0.0528,0.712,79.264,256587.0,4.0,4,I'm on Fire
12837,0.748,0.603,4.0,-9.896,0.0,0.0495,0.273,6.25e-06,0.298,0.851,114.172,243947.0,4.0,2,Can You Find the Time?
12838,0.61,0.395,5.0,-13.306,0.0,0.0416,0.582,3.21e-05,0.0658,0.963,78.285,193267.0,4.0,0,Dancin' Together Again
12839,0.843,0.349,7.0,-10.505,0.0,0.0493,0.38,5.2e-06,0.0336,0.739,110.586,250467.0,4.0,2,Off and On Love
12840,0.798,0.627,2.0,-13.145,1.0,0.0305,0.227,0.0992,0.0418,0.91,105.636,194453.0,4.0,4,Spinnin'
12841,0.691,0.448,9.0,-10.943,1.0,0.0349,0.327,1.03e-06,0.0707,0.615,129.256,252800.0,4.0,4,This Time
12842,0.783,0.779,6.0,-11.437,0.0,0.0705,0.0627,0.00386,0.196,0.962,82.311,196040.0,4.0,2,Lighten Up
12843,0.473,0.332,10.0,-12.51,1.0,0.0426,0.843,0.0,0.0853,0.435,121.326,234773.0,4.0,0,I've Never Been To Me
12844,0.593,0.264,10.0,-15.565,1.0,0.0356,0.839,5.18e-06,0.289,0.45,119.873,238440.0,4.0,0,I've Never Been to Me - Re-record
12845,0.432,0.471,10.0,-11.854,1.0,0.0343,0.702,8.41e-06,0.229,0.558,138.812,208880.0,4.0,0,It Ain't Easy Comin' Down
12846,0.41,0.386,10.0,-13.221,1.0,0.0667,0.676,0.0,0.188,0.336,129.8,244000.0,4.0,0,Used To Be
12847,0.649,0.612,7.0,-11.149,0.0,0.06,0.00127,0.011,0.306,0.761,150.549,238640.0,4.0,2,"Fire - From ""The Last Dragon"" Soundtrack"
12848,0.631,0.941,10.0,-10.061,1.0,0.06,0.243,0.00845,0.364,0.622,134.988,210013.0,4.0,4,I've Never Been to Me - Dance Remix
12849,0.359,0.289,10.0,-14.306,1.0,0.0349,0.725,1.16e-06,0.115,0.364,128.542,168800.0,4.0,0,If I Could See Myself
12850,0.331,0.345,10.0,-14.293,1.0,0.0321,0.732,4.08e-05,0.148,0.479,132.709,255480.0,4.0,0,I Wont Remember Ever Loving You
12851,0.341,0.377,11.0,-12.09,0.0,0.0403,0.65,0.0,0.432,0.267,141.187,227387.0,4.0,0,Can't We Try
12852,0.373,0.375,6.0,-22.18,1.0,0.0427,0.000184,0.911,0.232,0.41,111.692,126497.0,3.0,1,Chill My Evil
12853,0.735,0.618,11.0,-8.451,0.0,0.036,0.429,0.0,0.0411,0.723,101.077,223707.0,4.0,2,Would I Lie To You? - Album Edit
12854,0.547,0.538,11.0,-11.39,0.0,0.0567,0.473,0.0,0.0369,0.718,202.408,279600.0,4.0,2,Would I Lie To You?
12855,0.413,0.017,10.0,-24.376,1.0,0.0464,0.949,0.0,0.109,0.078,131.318,70173.0,5.0,0,I Understand
12856,0.785,0.562,11.0,-10.155,0.0,0.0318,0.137,1.53e-06,0.146,0.806,103.254,229760.0,4.0,2,24-7-365
12857,0.681,0.549,4.0,-14.498,1.0,0.0944,0.35,0.0111,0.234,0.712,104.915,275267.0,4.0,4,Hurt No More
12858,0.398,0.371,11.0,-14.35,1.0,0.0322,0.066,0.000342,0.152,0.154,127.362,310533.0,3.0,1,Wounded Bird
12859,0.599,0.575,4.0,-12.325,1.0,0.051,0.514,1.3e-05,0.0522,0.579,92.498,290133.0,4.0,0,Love Is A Beautiful Thing
12860,0.707,0.186,8.0,-13.059,0.0,0.0314,0.789,0.0,0.326,0.459,71.406,114573.0,4.0,0,December 2
12861,0.699,0.523,6.0,-12.071,0.0,0.0313,0.33,0.0,0.124,0.54,95.958,289333.0,4.0,2,House Is Not A Home
12862,0.717,0.497,2.0,-12.635,1.0,0.0594,0.0858,0.208,0.0901,0.923,92.115,315094.0,4.0,4,Shine
12863,0.377,0.337,0.0,-7.346,0.0,0.0341,0.808,0.0,0.238,0.545,117.316,245187.0,3.0,1,La bohème
12864,0.276,0.422,2.0,-9.341,0.0,0.0502,0.814,0.0,0.321,0.43,64.247,143467.0,4.0,0,Hier encore
12865,0.365,0.55,9.0,-7.218,0.0,0.0346,0.74,0.0,0.423,0.593,106.111,212747.0,3.0,1,Emmenez-moi
12866,0.57,0.474,2.0,-10.078,1.0,0.0473,0.674,0.0,0.134,0.4,133.039,161040.0,4.0,0,She (Tous Les Visages De L’Amour)
12867,0.5,0.391,1.0,-6.451,1.0,0.0335,0.743,0.0,0.0847,0.539,139.972,139507.0,4.0,0,For Me Formidable
12868,0.268,0.33,5.0,-13.264,1.0,0.0347,0.522,0.0,0.122,0.66,81.763,164840.0,5.0,0,Venecia sin ti - Que c'est triste Venise
12869,0.33,0.581,0.0,-7.171,0.0,0.0545,0.585,0.0,0.178,0.485,72.152,157240.0,4.0,0,Que c'est triste Venise
12870,0.539,0.776,3.0,-6.362,1.0,0.152,0.259,0.0,0.125,0.597,135.212,186587.0,4.0,4,Mes emmerdes - Remastered 2014
12871,0.323,0.494,4.0,-7.352,0.0,0.0311,0.746,0.0,0.119,0.499,107.438,294147.0,5.0,0,Comme ils disent
12872,0.539,0.631,2.0,-4.981,0.0,0.0321,0.517,0.0,0.57,0.622,115.717,171227.0,4.0,2,Et pourtant - Bof ‘Cherchez l’idole’
12873,0.377,0.337,0.0,-7.346,0.0,0.0341,0.808,0.0,0.238,0.545,117.316,245187.0,3.0,1,La bohème
12874,0.276,0.422,2.0,-9.341,0.0,0.0502,0.814,0.0,0.321,0.43,64.247,143467.0,4.0,0,Hier encore
12875,0.365,0.55,9.0,-7.218,0.0,0.0346,0.74,0.0,0.423,0.593,106.111,212747.0,3.0,1,Emmenez-moi
12876,0.57,0.474,2.0,-10.078,1.0,0.0473,0.674,0.0,0.134,0.4,133.039,161040.0,4.0,0,She (Tous Les Visages De L’Amour)
12877,0.5,0.391,1.0,-6.451,1.0,0.0335,0.743,0.0,0.0847,0.539,139.972,139507.0,4.0,0,For Me Formidable
12878,0.268,0.33,5.0,-13.264,1.0,0.0347,0.522,0.0,0.122,0.66,81.763,164840.0,5.0,0,Venecia sin ti - Que c'est triste Venise
12879,0.33,0.581,0.0,-7.171,0.0,0.0545,0.585,0.0,0.178,0.485,72.152,157240.0,4.0,0,Que c'est triste Venise
12880,0.539,0.776,3.0,-6.362,1.0,0.152,0.259,0.0,0.125,0.597,135.212,186587.0,4.0,4,Mes emmerdes - Remastered 2014
12881,0.323,0.494,4.0,-7.352,0.0,0.0311,0.746,0.0,0.119,0.499,107.438,294147.0,5.0,0,Comme ils disent
12882,0.539,0.631,2.0,-4.981,0.0,0.0321,0.517,0.0,0.57,0.622,115.717,171227.0,4.0,2,Et pourtant - Bof ‘Cherchez l’idole’
12883,0.377,0.337,0.0,-7.346,0.0,0.0341,0.808,0.0,0.238,0.545,117.316,245187.0,3.0,1,La bohème
12884,0.276,0.422,2.0,-9.341,0.0,0.0502,0.814,0.0,0.321,0.43,64.247,143467.0,4.0,0,Hier encore
12885,0.365,0.55,9.0,-7.218,0.0,0.0346,0.74,0.0,0.423,0.593,106.111,212747.0,3.0,1,Emmenez-moi
12886,0.57,0.474,2.0,-10.078,1.0,0.0473,0.674,0.0,0.134,0.4,133.039,161040.0,4.0,0,She (Tous Les Visages De L’Amour)
12887,0.5,0.391,1.0,-6.451,1.0,0.0335,0.743,0.0,0.0847,0.539,139.972,139507.0,4.0,0,For Me Formidable
12888,0.268,0.33,5.0,-13.264,1.0,0.0347,0.522,0.0,0.122,0.66,81.763,164840.0,5.0,0,Venecia sin ti - Que c'est triste Venise
12889,0.33,0.581,0.0,-7.171,0.0,0.0545,0.585,0.0,0.178,0.485,72.152,157240.0,4.0,0,Que c'est triste Venise
12890,0.539,0.776,3.0,-6.362,1.0,0.152,0.259,0.0,0.125,0.597,135.212,186587.0,4.0,4,Mes emmerdes - Remastered 2014
12891,0.323,0.494,4.0,-7.352,0.0,0.0311,0.746,0.0,0.119,0.499,107.438,294147.0,5.0,0,Comme ils disent
12892,0.539,0.631,2.0,-4.981,0.0,0.0321,0.517,0.0,0.57,0.622,115.717,171227.0,4.0,2,Et pourtant - Bof ‘Cherchez l’idole’
12893,0.881,0.592,2.0,-4.898,1.0,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,154487.0,4.0,4,Left and Right (Feat. Jung Kook of BTS)
12894,0.728,0.563,1.0,-8.053,0.0,0.134,0.621,0.0,0.179,0.352,100.017,217707.0,4.0,2,We Don't Talk Anymore (feat. Selena Gomez)
12895,0.775,0.613,3.0,-4.586,0.0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787.0,4.0,2,Attention
12896,0.689,0.481,10.0,-7.503,1.0,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526.0,4.0,0,See You Again (feat. Charlie Puth)
12897,0.689,0.627,6.0,-5.692,1.0,0.308,0.105,0.000321,0.0905,0.905,184.008,187704.0,4.0,3,Light Switch
12898,0.584,0.576,9.0,-4.557,1.0,0.0519,0.507,0.0,0.212,0.432,170.026,165620.0,4.0,4,That’s Not How This Works (feat. Dan + Shay)
12899,0.667,0.613,1.0,-5.353,1.0,0.0344,0.403,0.0,0.115,0.47,91.024,194453.0,4.0,4,One Call Away
12900,0.749,0.535,4.0,-6.785,1.0,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042,196607.0,4.0,4,Cheating on You
12901,0.713,0.442,6.0,-5.909,1.0,0.0604,0.739,0.0,0.112,0.546,108.038,144934.0,4.0,0,That's Hilarious
12902,0.795,0.616,1.0,-5.281,0.0,0.06,0.417,0.0,0.349,0.815,110.015,190453.0,4.0,2,Marvin Gaye (feat. Meghan Trainor)
12903,0.576,0.318,7.0,-14.366,1.0,0.0286,0.661,7.47e-06,0.167,0.41,103.493,161907.0,4.0,0,The Most Beautiful Girl
12904,0.492,0.329,2.0,-11.788,1.0,0.0274,0.961,0.199,0.0955,0.589,85.196,174667.0,4.0,0,Behind Closed Doors
12905,0.631,0.605,2.0,-11.421,1.0,0.0241,0.534,3.34e-05,0.0871,0.815,94.906,160427.0,4.0,4,Rollin' With The Flow
12906,0.604,0.454,0.0,-10.438,0.0,0.0282,0.822,0.00377,0.104,0.498,98.409,143950.0,3.0,1,Who Will the Next Fool Be
12907,0.805,0.754,10.0,-6.763,1.0,0.0329,0.563,1.34e-05,0.0875,0.961,116.749,131400.0,4.0,4,Mohair Sam
12908,0.537,0.331,5.0,-11.453,1.0,0.0272,0.869,7.09e-05,0.105,0.63,103.624,144360.0,4.0,0,There Won't Be Anymore
12909,0.462,0.377,11.0,-13.471,1.0,0.0291,0.803,0.00612,0.16,0.397,107.358,172240.0,4.0,0,Spanish Eyes
12910,0.528,0.482,8.0,-11.71,1.0,0.0287,0.385,0.0,0.167,0.602,114.81,191773.0,4.0,0,On My Knees
12911,0.574,0.426,6.0,-10.751,1.0,0.025,0.629,1.26e-05,0.164,0.47,77.446,216533.0,4.0,0,My Elusive Dreams
12912,0.548,0.767,3.0,-10.92,1.0,0.0552,0.491,0.0,0.0896,0.85,105.684,156467.0,4.0,4,Big Boss Man
12913,0.82,0.517,0.0,-8.007,1.0,0.0508,0.0308,0.00318,0.0471,0.731,115.1,274181.0,4.0,4,Dance A Little Bit Closer
12914,0.656,0.955,6.0,-4.34,0.0,0.0938,0.395,0.57,0.128,0.638,110.079,269667.0,4.0,2,Luna De Fuego
12915,0.722,0.711,5.0,-6.742,0.0,0.0449,0.00504,0.146,0.0357,0.584,118.282,377406.0,4.0,2,"Dance A Little Bit Closer - 12"" Mix"
12916,0.309,0.249,2.0,-13.003,0.0,0.0404,0.991,0.928,0.109,0.557,125.878,275053.0,4.0,0,Serenata
12917,0.734,0.584,5.0,-6.607,0.0,0.0729,0.0018,0.0481,0.113,0.842,129.855,260714.0,4.0,2,Cuchi-Cuchi
12918,0.306,0.787,4.0,-6.165,0.0,0.0353,0.824,0.808,0.112,0.271,86.596,304627.0,4.0,0,En Aranjuez Con Tu Amor
12919,0.595,0.691,9.0,-10.495,0.0,0.0348,0.768,0.866,0.0656,0.629,116.242,271267.0,4.0,2,Caliente
12920,0.624,0.973,8.0,-3.515,1.0,0.0876,0.022,0.894,0.114,0.53,105.993,265533.0,4.0,4,Picante
12921,0.731,0.512,9.0,-9.533,1.0,0.0441,0.03,0.000226,0.0593,0.701,127.432,272382.0,4.0,4,Let's Spend The Night Together
12922,0.364,0.581,9.0,-5.884,1.0,0.0377,0.864,0.796,0.0897,0.379,91.204,274200.0,3.0,1,Malaguena
12923,0.869,0.503,2.0,-12.804,1.0,0.0479,0.0818,0.00837,0.187,0.914,112.664,486187.0,4.0,4,Good Times - 2018 Remaster
12924,0.91,0.641,7.0,-11.316,1.0,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,331360.0,4.0,4,Le Freak - 2018 Remaster
12925,0.847,0.491,7.0,-15.707,1.0,0.054,0.0363,0.000687,0.186,0.875,119.873,210247.0,4.0,4,Le Freak
12926,0.699,0.604,9.0,-13.404,0.0,0.0359,0.0185,0.073,0.0868,0.96,114.226,413587.0,4.0,2,I Want Your Love - 2018 Remaster
12927,0.722,0.66,5.0,-13.438,0.0,0.0538,0.05,0.000901,0.0907,0.906,129.727,402693.0,4.0,2,Everybody Dance - 2018 Remaster
12928,0.823,0.51,0.0,-11.235,1.0,0.0352,0.212,0.806,0.11,0.798,114.83,335067.0,4.0,4,Soup for One
12929,0.833,0.686,5.0,-8.735,1.0,0.119,0.00665,0.000771,0.0959,0.947,128.016,247667.0,4.0,4,Everybody Dance
12930,0.814,0.819,0.0,-12.712,0.0,0.0587,0.143,0.0,0.298,0.807,108.338,274960.0,4.0,2,My Forbidden Lover - 2018 Remaster
12931,0.618,0.963,9.0,-2.607,0.0,0.109,0.00381,0.000557,0.17,0.556,116.008,296240.0,4.0,2,I Want Your Love
12932,0.562,0.43,2.0,-17.727,0.0,0.0541,0.529,0.0352,0.121,0.548,68.333,368800.0,4.0,0,A Warm Summer Night - 2018 Remaster
12933,0.869,0.503,2.0,-12.804,1.0,0.0479,0.0818,0.00837,0.187,0.914,112.664,486187.0,4.0,4,Good Times - 2018 Remaster
12934,0.91,0.641,7.0,-11.316,1.0,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,331360.0,4.0,4,Le Freak - 2018 Remaster
12935,0.847,0.491,7.0,-15.707,1.0,0.054,0.0363,0.000687,0.186,0.875,119.873,210247.0,4.0,4,Le Freak
12936,0.699,0.604,9.0,-13.404,0.0,0.0359,0.0185,0.073,0.0868,0.96,114.226,413587.0,4.0,2,I Want Your Love - 2018 Remaster
12937,0.722,0.66,5.0,-13.438,0.0,0.0538,0.05,0.000901,0.0907,0.906,129.727,402693.0,4.0,2,Everybody Dance - 2018 Remaster
12938,0.823,0.51,0.0,-11.235,1.0,0.0352,0.212,0.806,0.11,0.798,114.83,335067.0,4.0,4,Soup for One
12939,0.833,0.686,5.0,-8.735,1.0,0.119,0.00665,0.000771,0.0959,0.947,128.016,247667.0,4.0,4,Everybody Dance
12940,0.814,0.819,0.0,-12.712,0.0,0.0587,0.143,0.0,0.298,0.807,108.338,274960.0,4.0,2,My Forbidden Lover - 2018 Remaster
12941,0.618,0.963,9.0,-2.607,0.0,0.109,0.00381,0.000557,0.17,0.556,116.008,296240.0,4.0,2,I Want Your Love
12942,0.562,0.43,2.0,-17.727,0.0,0.0541,0.529,0.0352,0.121,0.548,68.333,368800.0,4.0,0,A Warm Summer Night - 2018 Remaster
12943,0.434,0.563,11.0,-6.784,1.0,0.0268,0.0197,0.000824,0.128,0.275,104.183,235373.0,4.0,4,If You Leave Me Now
12944,0.583,0.602,11.0,-6.364,1.0,0.0274,0.368,0.0,0.22,0.388,74.008,229240.0,4.0,4,You're the Inspiration - 2006 Remaster
12945,0.537,0.417,4.0,-7.209,1.0,0.0273,0.695,1.86e-06,0.151,0.256,144.716,221827.0,4.0,0,Hard to Say I'm Sorry - 2009 Remaster
12946,0.398,0.57,4.0,-7.068,1.0,0.034,0.056,0.00125,0.0606,0.234,140.974,304213.0,4.0,4,Hard to Say I'm Sorry / Get Away - 2006 Remaster
12947,0.67,0.763,7.0,-6.864,1.0,0.0341,0.155,0.0,0.0799,0.61,114.398,235667.0,4.0,4,Saturday in the Park - 2002 Remaster
12948,0.604,0.905,4.0,-7.059,0.0,0.0578,0.309,0.0632,0.0837,0.723,147.448,289800.0,4.0,2,25 or 6 to 4 - 2002 Remaster
12949,0.584,0.612,2.0,-5.833,1.0,0.0283,0.448,0.0,0.171,0.402,81.182,283733.0,4.0,4,Hard Habit to Break - 2006 Remaster
12950,0.482,0.601,1.0,-6.808,1.0,0.0278,0.0233,0.0,0.0517,0.348,77.101,253280.0,4.0,4,Will You Still Love Me? - Alternate
12951,0.42,0.451,5.0,-4.351,1.0,0.0289,0.053,2.32e-06,0.137,0.396,74.353,183667.0,4.0,4,"Baby, What a Big Surprise - Edit"
12952,0.375,0.878,0.0,-6.099,1.0,0.0649,0.00946,0.0091,0.279,0.667,159.833,254933.0,4.0,4,Feelin' Stronger Every Day - 2002 Remaster
12953,0.434,0.563,11.0,-6.784,1.0,0.0268,0.0197,0.000824,0.128,0.275,104.183,235373.0,4.0,4,If You Leave Me Now
12954,0.583,0.602,11.0,-6.364,1.0,0.0274,0.368,0.0,0.22,0.388,74.008,229240.0,4.0,4,You're the Inspiration - 2006 Remaster
12955,0.537,0.417,4.0,-7.209,1.0,0.0273,0.695,1.86e-06,0.151,0.256,144.716,221827.0,4.0,0,Hard to Say I'm Sorry - 2009 Remaster
12956,0.398,0.57,4.0,-7.068,1.0,0.034,0.056,0.00125,0.0606,0.234,140.974,304213.0,4.0,4,Hard to Say I'm Sorry / Get Away - 2006 Remaster
12957,0.67,0.763,7.0,-6.864,1.0,0.0341,0.155,0.0,0.0799,0.61,114.398,235667.0,4.0,4,Saturday in the Park - 2002 Remaster
12958,0.604,0.905,4.0,-7.059,0.0,0.0578,0.309,0.0632,0.0837,0.723,147.448,289800.0,4.0,2,25 or 6 to 4 - 2002 Remaster
12959,0.584,0.612,2.0,-5.833,1.0,0.0283,0.448,0.0,0.171,0.402,81.182,283733.0,4.0,4,Hard Habit to Break - 2006 Remaster
12960,0.482,0.601,1.0,-6.808,1.0,0.0278,0.0233,0.0,0.0517,0.348,77.101,253280.0,4.0,4,Will You Still Love Me? - Alternate
12961,0.42,0.451,5.0,-4.351,1.0,0.0289,0.053,2.32e-06,0.137,0.396,74.353,183667.0,4.0,4,"Baby, What a Big Surprise - Edit"
12962,0.375,0.878,0.0,-6.099,1.0,0.0649,0.00946,0.0091,0.279,0.667,159.833,254933.0,4.0,4,Feelin' Stronger Every Day - 2002 Remaster
12963,0.434,0.563,11.0,-6.784,1.0,0.0268,0.0197,0.000824,0.128,0.275,104.183,235373.0,4.0,4,If You Leave Me Now
12964,0.583,0.602,11.0,-6.364,1.0,0.0274,0.368,0.0,0.22,0.388,74.008,229240.0,4.0,4,You're the Inspiration - 2006 Remaster
12965,0.537,0.417,4.0,-7.209,1.0,0.0273,0.695,1.86e-06,0.151,0.256,144.716,221827.0,4.0,0,Hard to Say I'm Sorry - 2009 Remaster
12966,0.398,0.57,4.0,-7.068,1.0,0.034,0.056,0.00125,0.0606,0.234,140.974,304213.0,4.0,4,Hard to Say I'm Sorry / Get Away - 2006 Remaster
12967,0.67,0.763,7.0,-6.864,1.0,0.0341,0.155,0.0,0.0799,0.61,114.398,235667.0,4.0,4,Saturday in the Park - 2002 Remaster
12968,0.604,0.905,4.0,-7.059,0.0,0.0578,0.309,0.0632,0.0837,0.723,147.448,289800.0,4.0,2,25 or 6 to 4 - 2002 Remaster
12969,0.584,0.612,2.0,-5.833,1.0,0.0283,0.448,0.0,0.171,0.402,81.182,283733.0,4.0,4,Hard Habit to Break - 2006 Remaster
12970,0.482,0.601,1.0,-6.808,1.0,0.0278,0.0233,0.0,0.0517,0.348,77.101,253280.0,4.0,4,Will You Still Love Me? - Alternate
12971,0.42,0.451,5.0,-4.351,1.0,0.0289,0.053,2.32e-06,0.137,0.396,74.353,183667.0,4.0,4,"Baby, What a Big Surprise - Edit"
12972,0.375,0.878,0.0,-6.099,1.0,0.0649,0.00946,0.0091,0.279,0.667,159.833,254933.0,4.0,4,Feelin' Stronger Every Day - 2002 Remaster
12973,0.434,0.563,11.0,-6.784,1.0,0.0268,0.0197,0.000824,0.128,0.275,104.183,235373.0,4.0,4,If You Leave Me Now
12974,0.583,0.602,11.0,-6.364,1.0,0.0274,0.368,0.0,0.22,0.388,74.008,229240.0,4.0,4,You're the Inspiration - 2006 Remaster
12975,0.537,0.417,4.0,-7.209,1.0,0.0273,0.695,1.86e-06,0.151,0.256,144.716,221827.0,4.0,0,Hard to Say I'm Sorry - 2009 Remaster
12976,0.398,0.57,4.0,-7.068,1.0,0.034,0.056,0.00125,0.0606,0.234,140.974,304213.0,4.0,4,Hard to Say I'm Sorry / Get Away - 2006 Remaster
12977,0.67,0.763,7.0,-6.864,1.0,0.0341,0.155,0.0,0.0799,0.61,114.398,235667.0,4.0,4,Saturday in the Park - 2002 Remaster
12978,0.604,0.905,4.0,-7.059,0.0,0.0578,0.309,0.0632,0.0837,0.723,147.448,289800.0,4.0,2,25 or 6 to 4 - 2002 Remaster
12979,0.584,0.612,2.0,-5.833,1.0,0.0283,0.448,0.0,0.171,0.402,81.182,283733.0,4.0,4,Hard Habit to Break - 2006 Remaster
12980,0.482,0.601,1.0,-6.808,1.0,0.0278,0.0233,0.0,0.0517,0.348,77.101,253280.0,4.0,4,Will You Still Love Me? - Alternate
12981,0.42,0.451,5.0,-4.351,1.0,0.0289,0.053,2.32e-06,0.137,0.396,74.353,183667.0,4.0,4,"Baby, What a Big Surprise - Edit"
12982,0.375,0.878,0.0,-6.099,1.0,0.0649,0.00946,0.0091,0.279,0.667,159.833,254933.0,4.0,4,Feelin' Stronger Every Day - 2002 Remaster
12983,0.418,0.402,10.0,-12.942,1.0,0.0288,0.226,0.0,0.103,0.601,133.683,216280.0,4.0,0,Oh Girl
12984,0.62,0.334,4.0,-15.598,1.0,0.0536,0.479,1.2e-06,0.169,0.298,139.375,309013.0,4.0,0,Have You Seen Her
12985,0.558,0.455,9.0,-9.744,1.0,0.0318,0.748,4.2e-06,0.177,0.45,72.348,176653.0,4.0,0,Oh Girl - Live
12986,0.723,0.873,9.0,-6.749,0.0,0.0524,0.215,2.13e-06,0.0792,0.934,111.793,182067.0,4.0,2,Are You My Woman? (Tell Me So)
12987,0.509,0.354,2.0,-12.016,1.0,0.0329,0.215,0.0,0.443,0.692,136.501,178667.0,4.0,0,I Want To Pay You Back (For Loving Me)
12988,0.567,0.639,7.0,-8.204,1.0,0.0799,0.626,0.0,0.105,0.926,165.975,206253.0,4.0,4,Go Away Dream
12989,0.719,0.69,6.0,-8.953,0.0,0.0378,0.116,2.07e-06,0.398,0.791,105.776,184533.0,4.0,2,Stoned Out Of My Mind
12990,0.561,0.581,9.0,-8.655,1.0,0.0296,0.137,0.0,0.232,0.538,139.352,215720.0,4.0,4,Homely Girl
12991,0.623,0.585,4.0,-9.378,1.0,0.0386,0.722,1.05e-05,0.148,0.589,141.034,284853.0,4.0,0,Have You Seen Her - Live
12992,0.665,0.552,6.0,-10.177,1.0,0.0307,0.493,0.0272,0.421,0.899,96.889,180133.0,4.0,4,(For God's Sake) Give More Power To The People
12993,0.733,0.69,9.0,-5.529,0.0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,184613.0,4.0,2,Under The Influence
12994,0.526,0.606,5.0,-5.3,0.0,0.259,0.152,2.36e-06,0.194,0.492,116.622,182667.0,4.0,3,Superhero (Heroes & Villains) [with Future & Chris Brown]
12995,0.696,0.454,1.0,-6.756,0.0,0.153,0.123,0.0,0.155,0.136,92.928,260640.0,4.0,2,No Guidance (feat. Drake)
12996,0.734,0.846,9.0,-3.425,0.0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,209884.0,4.0,2,Nostálgico
12997,0.672,0.82,11.0,-4.456,1.0,0.0459,0.0368,0.000188,0.184,0.438,120.005,278573.0,4.0,4,Forever
12998,0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,176960.0,4.0,2,Go Crazy
12999,0.828,0.726,10.0,-6.389,0.0,0.0419,0.106,0.00101,0.103,0.67,113.017,212976.0,4.0,2,Monalisa
13000,0.699,0.883,5.0,-3.226,0.0,0.219,0.0288,0.0,0.817,0.499,127.961,211975.0,4.0,3,Five More Hours
13001,0.662,0.693,3.0,-4.298,1.0,0.0698,0.134,0.0,0.145,0.655,86.009,252120.0,4.0,4,With You
13002,0.846,0.482,1.0,-6.721,0.0,0.129,0.0246,0.0,0.393,0.212,100.969,229867.0,4.0,2,Run It! (feat. Juelz Santana)
13003,0.548,0.294,10.0,-17.112,1.0,0.0333,0.332,3.34e-06,0.0392,0.491,76.698,256173.0,4.0,0,The Lady In Red
13004,0.693,0.473,5.0,-12.145,1.0,0.0256,0.42,0.000166,0.127,0.74,113.049,247067.0,4.0,4,Missing You
13005,0.255,0.206,7.0,-15.954,1.0,0.0301,0.871,0.0158,0.124,0.146,77.66,202200.0,4.0,0,Always On My Mind - Re-Recorded Version
13006,0.533,0.716,4.0,-10.847,0.0,0.0391,0.111,0.000179,0.856,0.792,152.003,228827.0,4.0,2,Don't Pay The Ferryman
13007,0.536,0.491,5.0,-9.466,1.0,0.0292,0.306,2.01e-06,0.0841,0.226,143.784,229040.0,4.0,0,So Beautiful
13008,0.609,0.701,10.0,-7.398,1.0,0.0238,0.0666,2.37e-05,0.385,0.602,99.411,265533.0,4.0,4,High On Emotion
13009,0.485,0.224,5.0,-14.691,1.0,0.027,0.8,0.00142,0.118,0.204,72.344,208867.0,4.0,0,Here Is Your Paradise
13010,0.492,0.295,0.0,-14.354,1.0,0.028,0.62,0.0,0.058,0.219,76.03,264440.0,4.0,0,Carry Me (Like A Fire In Your Heart)
13011,0.339,0.218,2.0,-15.88,0.0,0.0356,0.68,0.000374,0.0871,0.0691,99.77,311573.0,4.0,0,A Spaceman Came Travelling
13012,0.602,0.43,0.0,-13.147,0.0,0.0259,0.472,0.0124,0.0822,0.403,107.399,301467.0,4.0,0,Sailing Away
13013,0.656,0.0377,0.0,-18.303,1.0,0.0319,0.83,9.3e-05,0.172,0.309,82.021,263453.0,4.0,0,Get Ready My Soul
13014,0.649,0.176,10.0,-11.042,1.0,0.0287,0.811,0.00343,0.127,0.213,110.099,245267.0,3.0,1,Love Is My Decision
13015,0.66,0.366,0.0,-7.476,1.0,0.0334,0.639,0.000142,0.107,0.333,143.97,234000.0,4.0,0,Everything New
13016,0.643,0.347,5.0,-8.976,1.0,0.0302,0.752,4.71e-05,0.0947,0.214,77.015,309880.0,4.0,0,One Power
13017,0.645,0.327,0.0,-11.24,1.0,0.0277,0.802,0.00239,0.129,0.567,98.055,180227.0,4.0,0,Water
13018,0.663,0.293,5.0,-8.571,1.0,0.0297,0.813,0.00688,0.0953,0.368,112.048,256973.0,4.0,0,Last Song
