,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
11149,0.692,0.711,0.0,-7.498,0.0,0.0317,0.225,0.0,0.12,0.875,125.135,216933.0,4.0,2
11150,0.648,0.755,0.0,-7.901,1.0,0.03,0.0139,0.000253,0.225,0.607,126.341,294587.0,4.0,4
11151,0.545,0.663,0.0,-11.36,1.0,0.0455,0.356,1.23e-05,0.129,0.611,112.457,280360.0,4.0,4
11152,0.71,0.472,8.0,-15.985,1.0,0.0498,0.296,0.000174,0.122,0.845,125.982,293133.0,4.0,4
11153,0.663,0.903,7.0,-2.529,1.0,0.0294,0.0421,1.44e-05,0.131,0.775,122.206,253400.0,4.0,4
11154,0.529,0.472,2.0,-12.526,1.0,0.0264,0.313,1.34e-06,0.359,0.29,106.403,275000.0,4.0,0
11155,0.781,0.648,5.0,-8.216,1.0,0.0264,0.00761,0.0,0.132,0.546,121.93,224773.0,4.0,4
11156,0.515,0.59,9.0,-7.578,0.0,0.0327,0.217,1.3e-05,0.128,0.208,117.835,292933.0,4.0,2
11157,0.67,0.903,10.0,-5.796,0.0,0.0402,0.0129,0.0,0.331,0.953,136.193,357147.0,4.0,2
11158,0.421,0.98,5.0,-2.201,1.0,0.0887,0.0727,0.0,0.459,0.509,139.36,268720.0,4.0,4
11159,0.497,0.296,9.0,-10.756,1.0,0.0302,0.431,0.0,0.106,0.171,62.204,220267.0,4.0,0
11160,0.444,0.351,0.0,-9.01,1.0,0.0287,0.0461,1.94e-06,0.119,0.0853,132.527,171640.0,4.0,0
11161,0.639,0.495,10.0,-9.446,1.0,0.0265,0.572,0.0,0.326,0.491,94.32,175800.0,4.0,0
11162,0.491,0.209,9.0,-16.58,1.0,0.0263,0.812,0.00027,0.186,0.553,87.272,195093.0,3.0,1
11163,0.427,0.382,1.0,-11.774,1.0,0.0287,0.164,1.22e-06,0.103,0.0726,133.562,236360.0,4.0,0
11164,0.531,0.48,9.0,-10.633,1.0,0.0366,0.256,0.000136,0.0908,0.881,104.117,134227.0,4.0,4
11165,0.512,0.379,11.0,-12.251,0.0,0.0299,0.418,1.09e-05,0.0967,0.522,144.687,188293.0,4.0,0
11166,0.229,0.418,4.0,-10.755,1.0,0.0296,0.0132,0.00616,0.114,0.188,78.24,169267.0,3.0,1
11167,0.511,0.417,7.0,-10.982,1.0,0.0307,0.678,0.0,0.145,0.707,138.18,169493.0,4.0,0
11168,0.64,0.439,10.0,-11.759,1.0,0.0286,0.495,0.0,0.19,0.454,94.302,176333.0,4.0,0
11169,0.497,0.296,9.0,-10.756,1.0,0.0302,0.431,0.0,0.106,0.171,62.204,220267.0,4.0,0
11170,0.444,0.351,0.0,-9.01,1.0,0.0287,0.0461,1.94e-06,0.119,0.0853,132.527,171640.0,4.0,0
11171,0.639,0.495,10.0,-9.446,1.0,0.0265,0.572,0.0,0.326,0.491,94.32,175800.0,4.0,0
11172,0.491,0.209,9.0,-16.58,1.0,0.0263,0.812,0.00027,0.186,0.553,87.272,195093.0,3.0,1
11173,0.427,0.382,1.0,-11.774,1.0,0.0287,0.164,1.22e-06,0.103,0.0726,133.562,236360.0,4.0,0
11174,0.531,0.48,9.0,-10.633,1.0,0.0366,0.256,0.000136,0.0908,0.881,104.117,134227.0,4.0,4
11175,0.512,0.379,11.0,-12.251,0.0,0.0299,0.418,1.09e-05,0.0967,0.522,144.687,188293.0,4.0,0
11176,0.229,0.418,4.0,-10.755,1.0,0.0296,0.0132,0.00616,0.114,0.188,78.24,169267.0,3.0,1
11177,0.511,0.417,7.0,-10.982,1.0,0.0307,0.678,0.0,0.145,0.707,138.18,169493.0,4.0,0
11178,0.64,0.439,10.0,-11.759,1.0,0.0286,0.495,0.0,0.19,0.454,94.302,176333.0,4.0,0
11179,0.662,0.961,7.0,-4.282,0.0,0.044,0.122,0.0,0.35,0.834,135.1,218773.0,4.0,2
11180,0.745,0.961,11.0,-5.433,0.0,0.0688,0.0406,0.0,0.911,0.906,135.025,229733.0,4.0,2
11181,0.747,0.99,1.0,-5.012,1.0,0.0479,0.0873,1.09e-06,0.683,0.969,135.996,254333.0,4.0,4
11182,0.716,0.997,2.0,-3.731,1.0,0.0458,0.0386,6.19e-06,0.889,0.894,135.99,495373.0,4.0,4
11183,0.733,0.99,11.0,-5.062,1.0,0.108,0.189,0.0,0.496,0.817,136.012,238493.0,4.0,4
11184,0.716,0.995,11.0,-4.276,1.0,0.0548,0.0167,0.945,0.354,0.965,136.062,225800.0,4.0,4
11185,0.83,0.839,3.0,-5.904,1.0,0.0422,0.281,0.000618,0.155,0.949,134.01,209907.0,4.0,4
11186,0.617,0.555,10.0,-7.117,1.0,0.0272,0.2,0.0,0.0939,0.517,169.921,243173.0,4.0,4
11187,0.728,0.912,3.0,-5.958,1.0,0.0665,0.25,7.15e-06,0.0946,0.897,137.014,238867.0,4.0,4
11188,0.736,0.979,7.0,-7.427,1.0,0.0452,0.00056,0.685,0.365,0.877,137.973,239093.0,4.0,4
11189,0.812,0.879,1.0,-10.998,0.0,0.0397,0.0167,0.224,0.366,0.962,129.991,197960.0,4.0,2
11190,0.703,0.8,0.0,-11.645,0.0,0.054,0.145,0.000212,0.0683,0.466,139.968,203440.0,4.0,2
11191,0.719,0.859,0.0,-11.331,0.0,0.029,0.0394,0.00575,0.132,0.808,139.035,216627.0,4.0,2
11192,0.669,0.862,0.0,-11.395,0.0,0.0364,0.0654,0.0151,0.359,0.818,139.975,225933.0,4.0,2
11193,0.717,0.845,2.0,-12.633,0.0,0.0341,0.134,0.000359,0.0934,0.962,132.999,204640.0,4.0,2
11194,0.682,0.579,8.0,-15.02,1.0,0.0301,0.16,3.1e-06,0.0786,0.535,104.006,248933.0,4.0,4
11195,0.705,0.976,6.0,-4.261,1.0,0.0309,0.00213,0.000158,0.342,0.967,129.952,209760.0,4.0,4
11196,0.679,0.989,1.0,-3.896,1.0,0.0517,0.0195,0.0,0.0588,0.801,128.03,219440.0,4.0,4
11197,0.693,0.776,6.0,-5.394,1.0,0.0391,0.00385,1.15e-05,0.0644,0.728,127.996,226147.0,4.0,4
11198,0.418,0.936,7.0,-4.755,1.0,0.0668,0.123,0.0,0.945,0.429,111.558,255733.0,4.0,4
11199,0.812,0.879,1.0,-10.998,0.0,0.0397,0.0167,0.224,0.366,0.962,129.991,197960.0,4.0,2
11200,0.703,0.8,0.0,-11.645,0.0,0.054,0.145,0.000212,0.0683,0.466,139.968,203440.0,4.0,2
11201,0.719,0.859,0.0,-11.331,0.0,0.029,0.0394,0.00575,0.132,0.808,139.035,216627.0,4.0,2
11202,0.669,0.862,0.0,-11.395,0.0,0.0364,0.0654,0.0151,0.359,0.818,139.975,225933.0,4.0,2
11203,0.717,0.845,2.0,-12.633,0.0,0.0341,0.134,0.000359,0.0934,0.962,132.999,204640.0,4.0,2
11204,0.682,0.579,8.0,-15.02,1.0,0.0301,0.16,3.1e-06,0.0786,0.535,104.006,248933.0,4.0,4
11205,0.705,0.976,6.0,-4.261,1.0,0.0309,0.00213,0.000158,0.342,0.967,129.952,209760.0,4.0,4
11206,0.679,0.989,1.0,-3.896,1.0,0.0517,0.0195,0.0,0.0588,0.801,128.03,219440.0,4.0,4
11207,0.693,0.776,6.0,-5.394,1.0,0.0391,0.00385,1.15e-05,0.0644,0.728,127.996,226147.0,4.0,4
11208,0.418,0.936,7.0,-4.755,1.0,0.0668,0.123,0.0,0.945,0.429,111.558,255733.0,4.0,4
11209,0.783,0.649,7.0,-4.127,1.0,0.0322,0.0209,0.00482,0.067,0.665,103.997,206093.0,4.0,4
11210,0.747,0.706,4.0,-4.653,1.0,0.0413,0.0844,0.00355,0.174,0.567,94.019,185013.0,4.0,4
11211,0.578,0.581,0.0,-6.867,1.0,0.0318,0.0658,0.0042,0.0674,0.408,83.293,195507.0,4.0,4
11212,0.671,0.635,6.0,-5.534,1.0,0.0682,0.234,0.000855,0.0885,0.918,83.015,188160.0,4.0,4
11213,0.658,0.557,2.0,-4.292,1.0,0.0312,0.038,0.0,0.385,0.49,89.996,197213.0,4.0,4
11214,0.664,0.868,10.0,-3.654,1.0,0.0432,0.118,0.00135,0.0894,0.87,80.805,226400.0,4.0,4
11215,0.652,0.833,0.0,-4.86,1.0,0.0327,0.00754,0.0188,0.306,0.774,126.998,218333.0,4.0,4
11216,0.624,0.285,10.0,-11.067,1.0,0.0309,0.96,2.72e-05,0.114,0.316,109.845,127440.0,4.0,0
11217,0.658,0.957,7.0,-6.399,1.0,0.0378,0.000846,0.41,0.114,0.905,127.961,201507.0,4.0,4
11218,0.639,0.955,11.0,-2.797,1.0,0.0564,0.0209,0.00319,0.146,0.761,111.964,188107.0,4.0,4
11219,0.532,0.783,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427.0,4.0,4
11220,0.527,0.835,6.0,-5.298,1.0,0.0433,0.0166,0.0,0.249,0.654,125.983,176658.0,4.0,4
11221,0.579,0.736,6.0,-3.863,0.0,0.0527,0.31,0.0,0.198,0.613,127.999,230613.0,4.0,2
11222,0.584,0.889,1.0,-5.941,0.0,0.0343,0.0462,0.828,0.309,0.464,126.04,199907.0,4.0,2
11223,0.545,0.78,7.0,-4.867,0.0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,255093.0,4.0,2
11224,0.662,0.858,2.0,-4.844,1.0,0.0428,0.00163,0.0,0.0456,0.295,133.993,181673.0,4.0,4
11225,0.802,0.645,5.0,-6.181,0.0,0.0715,0.272,0.0,0.119,0.376,100.001,157202.0,4.0,2
11226,0.509,0.79,6.0,-3.782,0.0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,208320.0,4.0,2
11227,0.569,0.785,1.0,-4.057,0.0,0.0457,0.0505,1.12e-06,0.086,0.303,128.031,148387.0,4.0,2
11228,0.655,0.666,5.0,-5.309,1.0,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,181812.0,4.0,4
11229,0.521,0.233,7.0,-13.683,1.0,0.0254,0.635,0.0,0.245,0.4,78.93,235667.0,3.0,1
11230,0.711,0.833,11.0,-12.756,1.0,0.0851,0.0144,3.46e-06,0.303,0.756,103.153,203227.0,4.0,4
11231,0.685,0.594,2.0,-10.906,1.0,0.0289,0.294,3.69e-06,0.358,0.853,121.761,184160.0,4.0,4
11232,0.497,0.805,5.0,-9.089,0.0,0.0463,0.0183,0.0,0.0918,0.479,75.251,167133.0,4.0,2
11233,0.612,0.585,5.0,-11.931,1.0,0.0337,0.0137,0.0068,0.0635,0.799,149.2,207533.0,4.0,4
11234,0.589,0.54,11.0,-10.816,1.0,0.029,0.304,0.0,0.45,0.677,120.698,228600.0,4.0,4
11235,0.409,0.772,11.0,-10.132,1.0,0.082,0.157,0.00166,0.108,0.825,167.878,221680.0,4.0,4
11236,0.642,0.684,5.0,-12.464,1.0,0.0355,0.0303,0.0,0.28,0.841,150.159,182813.0,4.0,4
11237,0.602,0.716,4.0,-11.211,0.0,0.0386,0.11,0.0,0.125,0.606,112.38,181600.0,4.0,2
11238,0.575,0.68,6.0,-5.702,1.0,0.03,0.0472,0.00102,0.0944,0.239,106.992,256000.0,4.0,4
11239,0.689,0.694,6.0,-5.83,0.0,0.027,0.257,0.0,0.148,0.482,99.039,213307.0,4.0,2
11240,0.731,0.853,10.0,-4.219,0.0,0.0362,0.035,0.0,0.268,0.605,108.016,225360.0,4.0,2
11241,0.775,0.816,0.0,-5.534,1.0,0.0281,0.164,0.0,0.126,0.753,98.219,214333.0,4.0,4
11242,0.575,0.786,9.0,-4.353,1.0,0.0296,0.252,0.0,0.159,0.518,96.102,230093.0,4.0,4
11243,0.8,0.875,11.0,-4.952,0.0,0.0338,0.0615,2.79e-06,0.13,0.882,100.033,233533.0,4.0,2
11244,0.661,0.973,0.0,-2.994,0.0,0.037,0.11,1.74e-05,0.617,0.75,108.037,232827.0,4.0,2
11245,0.63,0.625,6.0,-5.088,0.0,0.0252,0.231,0.0,0.0765,0.683,167.998,234960.0,4.0,2
11246,0.792,0.81,10.0,-5.198,0.0,0.0368,0.00609,0.000153,0.224,0.509,108.054,287293.0,4.0,2
11247,0.568,0.782,6.0,-5.968,1.0,0.0396,0.0799,0.0,0.0985,0.481,141.942,267227.0,4.0,4
11248,0.437,0.589,4.0,-4.834,1.0,0.0331,0.231,0.0,0.0768,0.165,133.631,239587.0,4.0,4
11249,0.572,0.693,0.0,-7.958,1.0,0.0458,0.44,1.79e-06,0.0566,0.853,131.473,130027.0,4.0,4
11250,0.58,0.662,0.0,-9.127,1.0,0.053,0.0212,6e-05,0.062,0.78,131.523,123693.0,4.0,4
11251,0.527,0.497,9.0,-7.931,1.0,0.0336,0.0691,9.89e-05,0.0241,0.677,127.732,152427.0,4.0,4
11252,0.628,0.502,3.0,-8.04,1.0,0.0338,0.0546,0.00731,0.112,0.96,135.764,126960.0,4.0,4
11253,0.7,0.481,3.0,-6.615,1.0,0.0327,0.595,0.819,0.0628,0.946,136.478,136320.0,4.0,4
11254,0.523,0.564,9.0,-7.894,1.0,0.0348,0.0538,1.59e-05,0.018,0.562,127.481,162834.0,4.0,4
11255,0.275,0.571,7.0,-7.796,1.0,0.0289,0.0506,7.69e-05,0.0634,0.398,81.472,231400.0,4.0,0
11256,0.348,0.568,2.0,-8.401,1.0,0.0377,0.275,0.0168,0.101,0.214,79.348,215467.0,4.0,0
11257,0.371,0.505,7.0,-8.854,1.0,0.03,0.464,0.0,0.112,0.444,73.2,218995.0,4.0,0
11258,0.383,0.449,7.0,-13.493,1.0,0.0327,0.152,0.000299,0.251,0.441,73.584,214547.0,4.0,0
11259,0.313,0.587,9.0,-11.244,1.0,0.0367,0.288,0.000769,0.227,0.407,173.202,207480.0,4.0,0
11260,0.661,0.57,0.0,-10.606,1.0,0.0341,0.7,0.000247,0.57,0.958,180.436,177187.0,4.0,4
11261,0.383,0.449,7.0,-13.493,1.0,0.0327,0.152,0.000299,0.251,0.441,73.584,214547.0,4.0,0
11262,0.502,0.396,7.0,-13.581,1.0,0.0274,0.471,0.0101,0.0738,0.773,173.956,189467.0,4.0,0
11263,0.446,0.458,7.0,-14.082,1.0,0.0344,0.268,0.595,0.0685,0.351,80.487,217013.0,4.0,0
11264,0.343,0.615,7.0,-10.356,0.0,0.0371,0.377,0.0,0.305,0.617,100.812,219267.0,4.0,2
11265,0.799,0.662,7.0,-8.585,1.0,0.0347,0.00482,0.000505,0.0484,0.717,120.082,196000.0,4.0,4
11266,0.895,0.571,1.0,-8.636,1.0,0.0501,0.208,0.0,0.0781,0.933,128.171,158893.0,4.0,4
11267,0.782,0.386,2.0,-15.443,1.0,0.0302,0.0184,0.0,0.0525,0.904,105.849,195558.0,4.0,4
11268,0.679,0.575,1.0,-8.037,1.0,0.0715,0.634,0.0,0.165,0.79,102.588,219907.0,4.0,4
11269,0.851,0.514,0.0,-13.312,1.0,0.0362,0.292,1.98e-05,0.0683,0.965,109.357,320227.0,4.0,4
11270,0.399,0.212,5.0,-16.03,1.0,0.0747,0.7,0.000434,0.116,0.149,137.76,164067.0,4.0,0
11271,0.788,0.389,0.0,-15.884,1.0,0.138,0.145,0.0,0.166,0.941,169.024,157773.0,4.0,4
11272,0.791,0.302,10.0,-16.103,1.0,0.194,0.0437,0.0,0.28,0.96,147.093,219800.0,4.0,3
11273,0.734,0.245,5.0,-13.306,1.0,0.0463,0.805,1.53e-06,0.101,0.719,141.861,245973.0,4.0,0
11274,0.755,0.831,3.0,-5.576,1.0,0.0304,0.233,1.77e-06,0.0891,0.892,93.022,218200.0,4.0,4
11275,0.903,0.665,7.0,-11.22,1.0,0.0792,0.0901,8.51e-06,0.0925,0.524,121.863,167000.0,4.0,4
11276,0.872,0.493,5.0,-11.42,0.0,0.116,0.424,1.79e-05,0.0528,0.806,89.583,141160.0,4.0,2
11277,0.82,0.487,10.0,-7.968,1.0,0.0519,0.0647,0.00112,0.104,0.713,98.141,136347.0,4.0,4
11278,0.675,0.512,10.0,-7.027,1.0,0.0285,0.0469,9.41e-06,0.103,0.965,129.818,187373.0,4.0,4
11279,0.872,0.516,10.0,-10.467,1.0,0.0587,0.268,0.00425,0.218,0.961,110.979,106800.0,4.0,4
11280,0.938,0.496,10.0,-8.217,1.0,0.0445,0.569,0.000804,0.0452,0.844,107.438,177307.0,4.0,4
11281,0.732,0.749,10.0,-8.03,0.0,0.15,0.0262,0.000252,0.115,0.86,89.376,170800.0,4.0,2
11282,0.815,0.716,0.0,-8.952,1.0,0.0353,0.394,4.55e-05,0.0536,0.974,128.996,140533.0,4.0,4
11283,0.791,0.648,7.0,-9.349,1.0,0.0611,0.0786,0.00689,0.0827,0.589,164.966,129187.0,4.0,4
11284,0.69,0.545,0.0,-9.391,1.0,0.158,0.0085,2.48e-06,0.303,0.831,82.551,151200.0,4.0,4
11285,0.757,0.725,2.0,-7.259,1.0,0.0275,0.399,0.0,0.108,0.965,122.439,167213.0,4.0,4
11286,0.623,0.403,8.0,-10.238,1.0,0.0485,0.00449,0.0,0.0295,0.883,113.904,152503.0,4.0,4
11287,0.653,0.676,9.0,-7.004,1.0,0.0316,0.00945,8.61e-06,0.0515,0.958,78.847,121640.0,4.0,4
11288,0.64,0.609,2.0,-7.323,0.0,0.0344,0.0417,0.0,0.159,0.66,109.097,162480.0,4.0,2
11289,0.787,0.837,2.0,-9.536,1.0,0.0381,0.0464,0.501,0.113,0.888,121.503,295853.0,4.0,4
11290,0.739,0.55,7.0,-10.016,1.0,0.0358,0.53,0.0,0.124,0.971,121.826,138496.0,4.0,4
11291,0.665,0.475,5.0,-10.206,1.0,0.0339,0.339,0.0,0.248,0.863,136.154,59827.0,4.0,4
11292,0.662,0.611,8.0,-7.086,1.0,0.0303,0.0448,0.0,0.338,0.945,124.579,188653.0,4.0,4
11293,0.746,0.573,0.0,-11.465,0.0,0.0344,0.0585,0.00662,0.269,0.959,116.156,146593.0,4.0,2
11294,0.611,0.724,10.0,-5.489,1.0,0.0489,0.026,0.000248,0.121,0.851,115.726,150213.0,4.0,4
11295,0.547,0.698,7.0,-7.686,1.0,0.0384,0.218,0.000132,0.211,0.574,87.467,330600.0,4.0,4
11296,0.216,0.876,9.0,-8.189,0.0,0.107,0.00233,0.781,0.118,0.477,159.597,156960.0,4.0,2
11297,0.416,0.676,5.0,-9.733,1.0,0.0439,0.00335,1.12e-05,0.49,0.626,137.884,182053.0,4.0,4
11298,0.503,0.534,7.0,-10.102,1.0,0.0288,0.00843,0.0,0.0778,0.901,86.615,211013.0,4.0,4
11299,0.328,0.486,7.0,-12.154,1.0,0.0406,0.000896,0.00731,0.14,0.0652,117.81,289173.0,4.0,0
11300,0.759,0.513,11.0,-13.187,0.0,0.0288,0.0436,2.39e-05,0.0524,0.732,115.753,213040.0,4.0,2
11301,0.412,0.626,9.0,-10.24,0.0,0.0282,0.00685,0.0,0.21,0.842,88.321,280587.0,4.0,2
11302,0.232,0.574,5.0,-7.742,1.0,0.0368,0.00134,0.00887,0.107,0.181,155.696,525760.0,4.0,0
11303,0.463,0.444,7.0,-13.691,1.0,0.027,0.00239,1.64e-06,0.0868,0.913,87.228,282307.0,4.0,4
11304,0.296,0.0279,0.0,-21.208,1.0,0.035,0.965,2.88e-05,0.0922,0.122,79.749,239853.0,3.0,1
11305,0.578,0.434,5.0,-10.865,1.0,0.0471,0.802,0.00102,0.277,0.75,106.364,178147.0,4.0,0
11306,0.347,0.476,9.0,-10.121,1.0,0.0312,0.401,0.0,0.124,0.54,129.652,166520.0,4.0,0
11307,0.637,0.528,4.0,-11.287,1.0,0.0328,0.744,0.0,0.114,0.702,124.806,206067.0,4.0,0
11308,0.493,0.34,7.0,-14.071,1.0,0.0313,0.433,0.00121,0.115,0.642,114.131,240880.0,4.0,0
11309,0.512,0.426,7.0,-8.713,1.0,0.0302,0.949,0.027,0.135,0.387,108.78,252227.0,4.0,0
11310,0.554,0.464,5.0,-8.529,1.0,0.0266,0.483,0.0,0.174,0.537,134.475,177627.0,4.0,0
11311,0.563,0.429,8.0,-9.165,1.0,0.0249,0.618,0.0,0.114,0.285,104.079,194227.0,4.0,0
11312,0.547,0.317,7.0,-16.329,1.0,0.0312,0.377,0.0,0.0798,0.553,118.336,182544.0,4.0,0
11313,0.738,0.326,5.0,-13.487,1.0,0.036,0.556,0.0,0.0685,0.794,110.861,173187.0,4.0,0
11314,0.628,0.318,10.0,-8.401,1.0,0.0304,0.792,0.000112,0.128,0.25,88.713,223267.0,4.0,0
11315,0.578,0.434,5.0,-10.865,1.0,0.0471,0.802,0.00102,0.277,0.75,106.364,178147.0,4.0,0
11316,0.347,0.476,9.0,-10.121,1.0,0.0312,0.401,0.0,0.124,0.54,129.652,166520.0,4.0,0
11317,0.637,0.528,4.0,-11.287,1.0,0.0328,0.744,0.0,0.114,0.702,124.806,206067.0,4.0,0
11318,0.493,0.34,7.0,-14.071,1.0,0.0313,0.433,0.00121,0.115,0.642,114.131,240880.0,4.0,0
11319,0.512,0.426,7.0,-8.713,1.0,0.0302,0.949,0.027,0.135,0.387,108.78,252227.0,4.0,0
11320,0.554,0.464,5.0,-8.529,1.0,0.0266,0.483,0.0,0.174,0.537,134.475,177627.0,4.0,0
11321,0.563,0.429,8.0,-9.165,1.0,0.0249,0.618,0.0,0.114,0.285,104.079,194227.0,4.0,0
11322,0.547,0.317,7.0,-16.329,1.0,0.0312,0.377,0.0,0.0798,0.553,118.336,182544.0,4.0,0
11323,0.738,0.326,5.0,-13.487,1.0,0.036,0.556,0.0,0.0685,0.794,110.861,173187.0,4.0,0
11324,0.628,0.318,10.0,-8.401,1.0,0.0304,0.792,0.000112,0.128,0.25,88.713,223267.0,4.0,0
11325,0.74,0.622,4.0,-10.613,1.0,0.0361,0.0828,0.00673,0.0577,0.961,121.576,152000.0,4.0,4
11326,0.716,0.717,2.0,-10.368,1.0,0.0395,0.345,0.0,0.06,0.892,120.965,149600.0,4.0,4
11327,0.746,0.558,4.0,-10.96,1.0,0.0387,0.307,0.000199,0.116,0.826,129.149,145520.0,4.0,4
11328,0.706,0.538,4.0,-10.577,1.0,0.0475,0.105,0.0029,0.131,0.634,130.455,149466.0,4.0,4
11329,0.419,0.283,4.0,-13.835,1.0,0.0434,0.775,3.32e-05,0.346,0.322,125.475,204867.0,4.0,0
11330,0.354,0.183,7.0,-14.963,1.0,0.0314,0.717,0.000859,0.104,0.254,131.361,293907.0,4.0,0
11331,0.741,0.676,7.0,-9.99,1.0,0.0304,0.0463,0.0125,0.116,0.929,97.283,159187.0,4.0,4
11332,0.576,0.467,7.0,-13.492,1.0,0.0304,0.818,0.000179,0.323,0.768,99.983,136773.0,4.0,0
11333,0.599,0.672,2.0,-9.282,1.0,0.047,0.22,0.0,0.179,0.6,129.058,184920.0,4.0,4
11334,0.535,0.0876,0.0,-18.147,1.0,0.0319,0.828,0.0198,0.123,0.267,83.668,93773.0,3.0,1
11335,0.711,0.292,4.0,-15.523,0.0,0.037,0.313,0.0,0.131,0.194,103.951,296800.0,4.0,0
11336,0.692,0.422,2.0,-10.533,1.0,0.0333,0.0811,0.0,0.0848,0.468,74.375,193120.0,4.0,4
11337,0.608,0.419,11.0,-10.016,1.0,0.0331,0.602,7.58e-06,0.108,0.602,100.22,268333.0,4.0,0
11338,0.561,0.732,7.0,-6.178,1.0,0.0281,0.329,0.000228,0.0755,0.671,118.975,161600.0,4.0,4
11339,0.816,0.144,7.0,-10.148,1.0,0.0398,0.797,7.81e-06,0.485,0.523,99.678,169013.0,4.0,0
11340,0.496,0.0975,1.0,-17.234,1.0,0.0318,0.703,0.000714,0.0951,0.36,141.397,327867.0,4.0,0
11341,0.787,0.255,0.0,-14.733,1.0,0.0399,0.777,0.00959,0.101,0.6,105.97,251493.0,4.0,0
11342,0.801,0.45,9.0,-8.852,0.0,0.0414,0.631,0.0,0.573,0.818,132.446,184640.0,4.0,2
11343,0.557,0.426,4.0,-13.813,0.0,0.0532,0.14,6.85e-06,0.145,0.354,162.713,192440.0,4.0,2
11344,0.664,0.644,7.0,-9.903,1.0,0.0325,0.0688,0.000766,0.113,0.276,122.544,237573.0,4.0,4
11345,0.711,0.292,4.0,-15.523,0.0,0.037,0.313,0.0,0.131,0.194,103.951,296800.0,4.0,0
11346,0.692,0.422,2.0,-10.533,1.0,0.0333,0.0811,0.0,0.0848,0.468,74.375,193120.0,4.0,4
11347,0.608,0.419,11.0,-10.016,1.0,0.0331,0.602,7.58e-06,0.108,0.602,100.22,268333.0,4.0,0
11348,0.561,0.732,7.0,-6.178,1.0,0.0281,0.329,0.000228,0.0755,0.671,118.975,161600.0,4.0,4
11349,0.816,0.144,7.0,-10.148,1.0,0.0398,0.797,7.81e-06,0.485,0.523,99.678,169013.0,4.0,0
11350,0.496,0.0975,1.0,-17.234,1.0,0.0318,0.703,0.000714,0.0951,0.36,141.397,327867.0,4.0,0
11351,0.787,0.255,0.0,-14.733,1.0,0.0399,0.777,0.00959,0.101,0.6,105.97,251493.0,4.0,0
11352,0.801,0.45,9.0,-8.852,0.0,0.0414,0.631,0.0,0.573,0.818,132.446,184640.0,4.0,2
11353,0.557,0.426,4.0,-13.813,0.0,0.0532,0.14,6.85e-06,0.145,0.354,162.713,192440.0,4.0,2
11354,0.664,0.644,7.0,-9.903,1.0,0.0325,0.0688,0.000766,0.113,0.276,122.544,237573.0,4.0,4
11355,0.475,0.439,11.0,-15.039,0.0,0.0427,0.000146,0.000277,0.223,0.76,118.392,234867.0,4.0,2
11356,0.724,0.703,5.0,-14.007,1.0,0.0498,0.0488,2.69e-06,0.146,0.965,129.985,289893.0,4.0,4
11357,0.638,0.818,6.0,-10.204,0.0,0.0376,0.107,0.00283,0.191,0.821,104.37,267067.0,4.0,2
11358,0.475,0.823,7.0,-11.994,1.0,0.029,0.00333,0.00839,0.311,0.881,138.981,237800.0,4.0,4
11359,0.509,0.533,2.0,-12.035,1.0,0.0408,0.00044,0.00322,0.309,0.788,119.916,218240.0,4.0,4
11360,0.49,0.581,9.0,-13.522,1.0,0.0296,0.0179,0.047,0.116,0.935,118.326,216573.0,4.0,4
11361,0.322,0.457,7.0,-13.746,1.0,0.0343,0.00155,0.393,0.0781,0.723,168.072,246507.0,4.0,0
11362,0.316,0.491,0.0,-15.144,1.0,0.0333,0.0154,0.877,0.109,0.835,171.213,224893.0,3.0,1
11363,0.733,0.666,2.0,-13.99,1.0,0.0539,0.0832,0.000741,0.0788,0.93,126.443,309627.0,4.0,4
11364,0.64,0.459,9.0,-13.294,0.0,0.0355,0.0282,0.297,0.197,0.769,122.82,223840.0,4.0,2
11365,0.475,0.439,11.0,-15.039,0.0,0.0427,0.000146,0.000277,0.223,0.76,118.392,234867.0,4.0,2
11366,0.724,0.703,5.0,-14.007,1.0,0.0498,0.0488,2.69e-06,0.146,0.965,129.985,289893.0,4.0,4
11367,0.638,0.818,6.0,-10.204,0.0,0.0376,0.107,0.00283,0.191,0.821,104.37,267067.0,4.0,2
11368,0.475,0.823,7.0,-11.994,1.0,0.029,0.00333,0.00839,0.311,0.881,138.981,237800.0,4.0,4
11369,0.509,0.533,2.0,-12.035,1.0,0.0408,0.00044,0.00322,0.309,0.788,119.916,218240.0,4.0,4
11370,0.49,0.581,9.0,-13.522,1.0,0.0296,0.0179,0.047,0.116,0.935,118.326,216573.0,4.0,4
11371,0.322,0.457,7.0,-13.746,1.0,0.0343,0.00155,0.393,0.0781,0.723,168.072,246507.0,4.0,0
11372,0.316,0.491,0.0,-15.144,1.0,0.0333,0.0154,0.877,0.109,0.835,171.213,224893.0,3.0,1
11373,0.733,0.666,2.0,-13.99,1.0,0.0539,0.0832,0.000741,0.0788,0.93,126.443,309627.0,4.0,4
